Address,Municipality,classdesc,usedesc,saledate,saleprice
444 S MEADOWCROFT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/3/1987, $1.00 
437 S MEADOWCROFT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/29/2011, $1.00 
439 S MEADOWCROFT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/16/2008, $1.00 
415 S MEADOWCROFT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/9/2010, $1.00 
411 S MEADOWCROFT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/26/1994, $1.00 
111 BOWER HILL RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/27/2007, $1.00 
416 KENMONT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/26/2005, $-   
204 BOWER HILL RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/9/1997, $1.00 
210 BOWER HILL RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/13/2000, $1.00 
220 BOWER HILL RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,12/30/2013, $1.00 
228 BOWER HILL RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,10/28/2003, $1.00 
221 MCCULLY ST PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,5/14/1996, $1.00 
320 MCCULLY ST PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,1/18/2007, $1.00 
321 MCCULLY ST PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/20/2005, $1.00 
313 MCCULLY ST PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/14/2009, $1.00 
11 RALSTON PL PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/30/1998, $1.00 
304 BOWER HILL RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/12/1993, $1.00 
12 BOWER HILL RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,3/31/2015, $1.00 
424 KENMONT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/23/2005, $1.00 
456 KENMONT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/3/2006, $1.00 
443 KENMONT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/18/2008, $1.00 
1001 CELERON AVE PITTSBURGH PA 15216,Dormont  ,RESIDENTIAL,SINGLE FAMILY,5/8/1989, $1.00 
3241 WALTHAM AVE PITTSBURGH PA 15216,Dormont  ,RESIDENTIAL,SINGLE FAMILY,5/26/1992, $-   
3245 WALTHAM AVE PITTSBURGH PA 15216,Dormont  ,RESIDENTIAL,SINGLE FAMILY,7/10/2014, $1.00 
896 LOVINGSTON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/3/2014, $1.00 
154 SLEEPY HOLLOW RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/11/1993, $-   
138 SLEEPY HOLLOW RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/30/2003, $1.00 
126 SLEEPY HOLLOW RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/12/1993, $1.00 
114 SLEEPY HOLLOW RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/29/2012, $1.00 
110 SLEEPY HOLLOW RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/18/2011, $-   
905 LOVINGSTON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/30/1999, $1.00 
123 ABINGTON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/23/2015, $1.00 
131 ABINGTON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/5/2008, $-   
112 BLUE SPRUCE CIR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/18/2011, $1.00 
370 NEWBURN DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/19/1993, $1.00 
342 NEWBURN DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/4/2005, $1.00 
619 OVERLOOK DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/5/2000, $1.00 
625 OVERLOOK DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/27/2014, $1.00 
320 DIXON AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/27/2014, $1.00 
335 NEWBURN DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/11/1999, $1.00 
304 DIXON AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/8/1988, $1.00 
288 DIXON AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/8/2002, $-   
281 DIXON AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/23/2002, $1.00 
327 DIXON AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/19/2000, $1.00 
310 NEWBURN DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/11/2003, $1.00 
256 NEWBURN DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/13/2010, $1.00 
249 NEWBURN DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/24/2011, $1.00 
251 NEWBURN DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/26/2013, $-   
269 NEWBURN DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/28/1993, $1.00 
297 NEWBURN DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/29/2010, $1.00 
317 NEWBURN DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/22/2015, $1.00 
121 MARLIN DR E PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/6/2014, $1.00 
316 MORRISON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/24/1991, $-   
310 MORRISON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/4/2002, $1.00 
274 MORRISON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/13/2012, $1.00 
241 MORRISON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/5/2010, $-   
511 N MEADOWCROFT AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/17/1987, $1.00 
529 N MEADOWCROFT AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/16/2001, $1.00 
265 MORRISON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/21/2010, $1.00 
524 HILLCREST PL PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/4/2008, $1.00 
533 HILLCREST PL PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/14/2000, $1.00 
539 HILLCREST PL PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/10/2009, $1.00 
279 MORRISON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/7/2010, $1.00 
536 LYNDHURST AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/22/1986, $1.00 
315 MORRISON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/25/1992, $1.00 
771 OSAGE RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/29/2009, $1.00 
778 OSAGE RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/2/2004, $1.00 
775 LARCHMONT RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/2/2006, $1.00 
769 LARCHMONT RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/1/2012, $1.00 
0 LARCHMONT RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,6/1/2012, $1.00 
704 PINETREE RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/18/2001, $1.00 
124 BLUE SPRUCE CIR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/26/2012, $1.00 
848 LARCHMONT RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/28/2009, $-   
1572 WILLIAMSBURG RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/5/2002, $1.00 
1551 WILLIAMSBURG RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/8/2012, $1.00 
359 NEWBURN DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/16/2006, $1.00 
716 OSAGE RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/4/2011, $1.00 
371 NEWBURN DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/4/1996, $1.00 
351 NEWBURN DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/6/2010, $1.00 
347 NEWBURN DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/9/2014, $1.00 
599 ROBINWOOD DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/27/2009, $1.00 
404 MORRISON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/1/2005, $1.00 
390 MORRISON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/9/2013, $1.00 
439 MORRISON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/8/2015, $1.00 
381 NEULON AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/17/1996, $1.00 
18 MIDWAY RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/12/2012, $1.00 
399 MIDWAY RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/2/2001, $1.00 
379 MIDWAY RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/7/2012, $1.00 
375 MIDWAY RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/16/2009, $1.00 
388 MIDWAY RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/3/2000, $-   
114 NEULON AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/15/1997, $1.00 
401 NEULON AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/24/2015, $1.00 
391 NEULON AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/26/2008, $1.00 
347 MORRISON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/8/2014, $1.00 
366 PARKER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/9/1990, $1.00 
355 PARKER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/28/2001, $1.00 
211 OVERLOOK DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/17/2013, $1.00 
207 OVERLOOK DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/18/2011, $1.00 
280 COLONIAL DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/4/1995, $1.00 
287 ARDEN RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/20/1988, $1.00 
264 ARDEN RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/10/1997, $1.00 
270 ARDEN RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/19/2013, $1.00 
294 ARDEN RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/30/2011, $1.00 
309 PARKER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/1/2011, $1.00 
295 PARKER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/11/2000, $1.00 
291 PARKER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/4/2012, $1.00 
281 PARKER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/11/2002, $1.00 
275 PARKER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/22/1991, $1.00 
271 PARKER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/30/2006, $1.00 
267 PARKER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/19/2007, $1.00 
255 PARKER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/28/2009, $1.00 
270 PARKER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/28/1998, $1.00 
280 PARKER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/31/1998, $1.00 
530 OVERLOOK DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/29/1992, $1.00 
800 VALLEYVIEW RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/18/2013, $1.00 
830 VALLEYVIEW RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/19/2006, $1.00 
838 VALLEYVIEW RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/2/1988, $1.00 
851 VALLEYVIEW RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/19/1997, $1.00 
808 ELM SPRING RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/9/2013, $1.00 
793 ELM SPRING RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/10/1990, $1.00 
684 VALLEYVIEW RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/12/2015, $1.00 
694 VALLEYVIEW RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/31/2001, $1.00 
667 VALLEYVIEW RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/29/1993, $1.00 
639 OSAGE RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/12/2012, $1.00 
662 SCRUBGRASS RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/21/2014, $1.00 
770 ELM SPRING RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/5/1998, $1.00 
780 ELM SPRING RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/21/2013, $1.00 
784 ELM SPRING RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/26/2012, $1.00 
700 SCRUBGRASS RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/15/1993, $1.00 
601 OSAGE RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/24/2004, $1.00 
587 OSAGE RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/24/2004, $1.00 
629 ARDEN LN PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/18/1998, $1.00 
613 ARDEN LN PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/9/2004, $1.00 
1241 COCHRAN RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,TOWNHOUSE,10/31/2014, $1.00 
1237 COCHRAN RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/29/2014, $1.00 
115 MCCANN PL PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/21/1993, $1.00 
1306 COCHRAN RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/21/1996, $1.00 
451 PARKER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/19/2011, $1.00 
443 PARKER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/16/2012, $1.00 
436 PARKER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/4/2011, $1.00 
447 BEVERLY RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/12/2013, $1.00 
439 BEVERLY RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/27/1987, $1.00 
44 MARLIN DR W PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/21/2000, $1.00 
52 MARLIN DR W PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/11/1998, $1.00 
43 MARLIN DR E PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/11/2004, $-   
319 AKRON AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,3/5/2001, $1.00 
112 OVERLOOK DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/4/2012, $-   
291 COLONIAL DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/19/2014, $1.00 
285 COLONIAL DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/12/2003, $1.00 
115 MARLIN DR E PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/12/2013, $1.00 
111 OVERLOOK DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/4/1991, $1.00 
320 BEVERLY RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/20/1998, $1.00 
120 MARLIN DR E PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/29/2001, $-   
125 MARLIN DR E PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/10/1992, $1.00 
111 MARLIN DR E PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/16/2007, $1.00 
424 BEVERLY RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/9/2012, $1.00 
110 MARLIN DR W PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/20/2015, $-   
117 MARLIN DR W PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/16/2010, $1.00 
434 BEVERLY RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/15/2010, $1.00 
416 ARDEN RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/16/2007, $1.00 
406 ARDEN RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/19/1997, $1.00 
394 ARDEN RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/1/1993, $1.00 
832 ELM SPRING RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/19/2000, $1.00 
817 ELM SPRING RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,RES AUX BUILDING (NO HOUSE),2/3/1993, $1.00 
817 ELM SPRING RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/3/1993, $1.00 
732 SCRUBGRASS RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/21/2000, $1.00 
768 SCRUBGRASS RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/22/1987, $1.00 
897 OLD HICKORY RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/1/2013, $1.00 
885 OLD HICKORY RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/26/2011, $1.00 
913 OLD HICKORY RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/9/2013, $1.00 
920 OLD HICKORY RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/13/2006, $1.00 
709 PINOAK RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/17/1996, $1.00 
725 PINOAK RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/12/2009, $1.00 
712 PINOAK RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/8/2014, $1.00 
104 OAK PARK PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/12/2013, $1.00 
112 OAK PARK PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/30/1999, $1.00 
105 OAK PARK PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/3/2007, $1.00 
144 OAK PARK PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/23/2013, $1.00 
137 OAK PARK PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/3/2003, $1.00 
160 OAK PARK PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/5/2010, $1.00 
1210 COCHRAN RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/11/1998, $1.00 
1016 COCHRAN RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,8/8/2012, $1.00 
626 BOWER HILL RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/3/2002, $1.00 
616 BOWER HILL RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/27/1993, $1.00 
1009 COCHRAN RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/1/2004, $1.00 
615 ROYCE AVE PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/10/2015, $1.00 
629 ROYCE AVE PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/27/1999, $1.00 
634 MCCULLY ST PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/10/2002, $1.00 
621 MCCULLY ST PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/17/1995, $1.00 
637 MCCULLY ST PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/26/2010, $1.00 
665 MCCULLY ST PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/25/1997, $1.00 
640 ROYCE AVE PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/15/2015, $1.00 
638 ROYCE AVE PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/4/2013, $1.00 
613 BEVERLY RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/20/2009, $1.00 
641 BEVERLY RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/16/2003, $1.00 
460 ROYCE AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/12/2015, $-   
455 ROYCE AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/21/2010, $1.00 
443 ROYCE AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/25/2010, $1.00 
41 MARLIN DR W PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/24/2007, $1.00 
