Address,Municipality,classdesc,usedesc,saledate,saleprice
424 S MEADOWCROFT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/1/1985," $47,000.00 "
448 S MEADOWCROFT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/8/1972, $-   
457 S MEADOWCROFT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/21/1983," $42,000.00 "
449 S MEADOWCROFT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/26/1965, $-   
420 KENMONT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/17/1977," $42,000.00 "
0 N MEADOWCROFT AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,6/4/1926, $-   
325 MCCULLY ST PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/10/1969, $-   
311 MCCULLY ST PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/7/1983," $46,500.00 "
0 MCCULLY ST PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,6/7/1983," $46,500.00 "
312 BOWER HILL RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/4/1980," $50,500.00 "
430 KENMONT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/6/1977," $34,000.00 "
20 BOWER HILL RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/6/1978," $67,000.00 "
444 KENMONT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/14/1983," $51,000.00 "
439 WASHINGTON RD PITTSBURGH PA 15228,Mt.Lebanon  ,COMMERCIAL,OTHER RETAIL STRUCTURES,12/31/1965, $-   
311 WASHINGTON RD PITTSBURGH PA 15216,Mt.Lebanon  ,COMMERCIAL,"CHURCHES, PUBLIC WORSHIP",4/2/1929, $-   
311 WASHINGTON RD PITTSBURGH PA 15216,Mt.Lebanon  ,COMMERCIAL,"CHURCHES, PUBLIC WORSHIP",4/2/1929, $-   
0 CELERON AVE PITTSBURGH PA 15216,Dormont  ,RESIDENTIAL,VACANT LAND,5/5/1950, $-   
932 ALBERN AVE PITTSBURGH PA 15216,Dormont  ,RESIDENTIAL,SINGLE FAMILY,3/26/1984," $48,500.00 "
3261 WALTHAM AVE PITTSBURGH PA 15216,Dormont  ,RESIDENTIAL,SINGLE FAMILY,6/17/1962, $-   
920 LOVINGSTON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/1/1984," $77,500.00 "
912 LOVINGSTON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/24/1983," $74,000.00 "
904 LOVINGSTON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/2/1976," $49,500.00 "
888 LOVINGSTON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/19/1978," $75,000.00 "
881 LOVINGSTON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/14/1985, $1.00 
889 LOVINGSTON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/4/1981," $85,750.00 "
134 SLEEPY HOLLOW RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/28/1985," $71,000.00 "
146 SLEEPY HOLLOW RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/7/1980," $73,000.00 "
111 ABINGTON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/28/1966, $-   
122 ABINGTON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/7/1960, $-   
346 NEWBURN DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/28/1961, $-   
621 OVERLOOK DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/1/1971, $-   
639 OVERLOOK DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/8/1977," $45,000.00 "
633 RACINE AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/27/1979, $-   
326 NEWBURN DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/11/1979," $62,000.00 "
285 DIXON AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/30/1970," $25,000.00 "
291 DIXON AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/26/1962, $-   
311 DIXON AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/9/1970, $-   
321 DIXON AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/5/1979," $104,500.00 "
296 NEWBURN DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/15/1984," $56,000.00 "
600 N MEADOWCROFT AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/11/1971, $-   
271 NEWBURN DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/30/1965, $-   
289 NEWBURN DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/3/1977," $48,000.00 "
305 NEWBURN DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/16/1982," $57,000.00 "
315 NEWBURN DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/31/1969, $-   
550 OVERLOOK DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/16/1969," $38,000.00 "
260 MORRISON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/19/1978," $68,000.00 "
252 MORRISON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/24/1968, $-   
240 MORRISON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/14/1955, $-   
234 MORRISON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/3/1982," $70,000.00 "
251 MORRISON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/20/1985," $58,000.00 "
526 N MEADOWCROFT AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/21/1971, $-   
523 N MEADOWCROFT AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/9/1978," $86,500.00 "
539 LYNDHURST AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/18/1968, $-   
830 OSAGE RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/31/1971, $-   
859 LARCHMONT RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/11/1983," $155,000.00 "
104 BLUE SPRUCE CIR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/8/1980," $142,500.00 "
724 PINETREE RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/10/1972, $-   
700 PINETREE RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/5/1981," $144,000.00 "
715 PINETREE RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/28/1974," $66,700.00 "
464 MORRISON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/2/1984," $140,000.00 "
458 MORRISON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/23/1970, $-   
1591 WILLIAMSBURG RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/7/1982," $150,000.00 "
1603 WILLIAMSBURG RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/6/1979," $126,250.00 "
1641 WILLIAMSBURG RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/19/1976," $65,400.00 "
746 OSAGE RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/26/1985," $190,000.00 "
708 OSAGE RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/4/1975," $72,700.00 "
747 OSAGE RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/13/1983," $345,000.00 "
380 MORRISON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/28/1976," $79,000.00 "
414 MORRISON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/20/1985," $124,500.00 "
1 MIDWAY RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/3/1984," $184,000.00 "
380 PARKER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/1/1968, $-   
375 MORRISON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/10/1978," $85,000.00 "
405 NEULON AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/31/1970, $1.00 
371 MORRISON DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/8/1978," $74,000.00 "
539 OVERLOOK DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/6/1985," $93,000.00 "
530 LYNDHURST AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/23/1976," $40,000.00 "
356 PARKER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/14/1973, $-   
374 PARKER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/27/1965," $31,000.00 "
361 PARKER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/18/1978," $59,000.00 "
341 PARKER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/7/1984," $58,500.00 "
386 ARDEN RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/2/1977," $56,500.00 "
138 OVERLOOK DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/31/1983, $1.00 
301 ARDEN RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/24/1975," $29,900.00 "
283 ARDEN RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/29/1972, $-   
281 ARDEN RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/15/1978," $67,000.00 "
268 ARDEN RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/19/1973, $-   
202 OVERLOOK DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/1/1985," $117,000.00 "
506 LYNDHURST AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/20/1967," $19,800.00 "
520 OVERLOOK DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/23/1981," $99,309.00 "
853 OSAGE RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/30/1968, $-   
852 VALLEYVIEW RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/26/1976," $137,500.00 "
792 ELM SPRING RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/13/1969," $85,000.00 "
753 VALLEYVIEW RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/11/1984," $180,000.00 "
747 VALLEYVIEW RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/21/1984," $195,500.00 "
665 OSAGE RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/22/1982," $147,000.00 "
728 VALLEYVIEW RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/15/1982," $186,250.00 "
654 ARDEN LN PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/20/1976," $65,000.00 "
670 SCRUBGRASS RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/27/1982," $115,000.00 "
788 ELM SPRING RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/15/1969," $86,000.00 "
624 SCRUBGRASS RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/18/1954, $-   
608 ARDEN LN PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/18/1976," $59,500.00 "
612 ARDEN LN PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/14/1963, $-   
634 ARDEN LN PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/7/1977," $57,400.00 "
638 ARDEN LN PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/22/1976," $63,000.00 "
650 ARDEN LN PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/26/1982," $103,500.00 "
603 ARDEN LN PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,2/21/1973, $-   
462 BEVERLY RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/5/1960, $-   
1238 COCHRAN RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,10/26/1973, $-   
457 ARDEN RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/1/1977," $70,000.00 "
457 ARDEN RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,6/2/1981, $50.00 
445 ARDEN RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/8/1984," $74,000.00 "
121 MCCANN PL PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/20/1979," $73,500.00 "
200 MCANN PL PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/25/1971, $-   
448 ARDEN RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/5/1979," $77,000.00 "
450 ARDEN RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/26/1967, $-   
405 PARKER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/11/1984," $109,500.00 "
395 PARKER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/9/1984," $96,900.00 "
420 PARKER DR PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/11/1979, $-   
57 MARLIN DR W PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/20/1978," $53,000.00 "
51 MARLIN DR W PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/5/1984," $53,000.00 "
40 MARLIN DR W PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/4/1981," $61,960.00 "
47 MARLIN DR E PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/20/1964," $9,500.00 "
41 MARLIN DR E PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/8/1979," $48,000.00 "
331 AKRON AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/3/1978," $42,500.00 "
323 AKRON AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/28/1977," $23,700.00 "
50 OVERLOOK DR PITTSBURGH PA 15216,Mt.Lebanon  ,COMMERCIAL,PARKING GARAGE/LOTS,4/21/1975," $23,000.00 "
52 OVERLOOK DR PITTSBURGH PA 15216,Mt.Lebanon  ,COMMERCIAL,PARKING GARAGE/LOTS,1/20/1972, $-   
54 OVERLOOK DR PITTSBURGH PA 15216,Mt.Lebanon  ,COMMERCIAL,PARKING GARAGE/LOTS,9/11/1974," $21,500.00 "
56 OVERLOOK DR PITTSBURGH PA 15216,Mt.Lebanon  ,COMMERCIAL,PARKING GARAGE/LOTS,11/13/1973, $-   
42 MARLIN DR E PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/3/1961, $-   
110 MARLIN DR E PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/29/1970," $18,500.00 "
118 MARLIN DR E PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/13/1983," $61,000.00 "
131 MARLIN DR E PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/26/1965, $-   
120 MARLIN DR W PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/6/1984," $52,500.00 "
130 MARLIN DR W PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/26/1969, $-   
138 MARLIN DR W PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/29/1966," $12,000.00 "
421 ARDEN RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/16/1984," $66,500.00 "
125 MARLIN DR W PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/7/1972, $-   
113 MARLIN DR W PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/18/1985," $55,000.00 "
111 MARLIN DR W PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/30/1980," $60,000.00 "
436 BEVERLY RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/21/1972, $-   
402 ARDEN RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/5/1979," $73,000.00 "
400 ARDEN RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/28/1976," $32,500.00 "
833 ELM SPRING RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/8/1985," $210,000.00 "
756 SCRUBGRASS RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/22/1975," $57,500.00 "
764 SCRUBGRASS RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/5/1966, $-   
909 OLD HICKORY RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/3/1983," $143,089.00 "
904 OLD HICKORY RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/11/1974," $57,500.00 "
708 PINOAK RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/1/1977," $97,500.00 "
704 SCRUBGRASS RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/12/1983," $130,000.00 "
873 OLD HICKORY RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/16/1970, $-   
704 PINOAK RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/10/1971, $-   
70 MOFFETT ST PITTSBURGH PA 15243,Mt.Lebanon  ,COMMERCIAL,"CHURCHES, PUBLIC WORSHIP",5/6/1959, $-   
116 OAK PARK PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/16/1968," $12,500.00 "
140 OAK PARK PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/2/1969," $15,500.00 "
121 OAK PARK PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/31/1978," $125,000.00 "
0 R OF W  PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,6/30/1967, $-   
125 OAK PARK PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/24/1974," $75,000.00 "
136 OAK PARK PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/5/1969," $15,500.00 "
164 OAK PARK PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/24/1968, $-   
176 OAK PARK PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/30/1983, $1.00 
184 OAK PARK PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/11/1968," $12,500.00 "
0 BOWER HILL RD PITTSBURGH PA 15243,Mt.Lebanon  ,COMMERCIAL,VACANT COMMERCIAL LAND,6/7/1983, $1.00 
630 BOWER HILL RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/27/1962, $-   
1103 COCHRAN RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/7/1973, $-   
1111 COCHRAN RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,3/1/1978," $61,500.00 "
1115 COCHRAN RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/10/1978," $38,000.00 "
633 ROYCE AVE PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/4/1984," $72,000.00 "
639 ROYCE AVE PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/13/1971, $-   
658 MCCULLY ST PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/6/1985," $60,000.00 "
646 MCCULLY ST PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/3/1983," $60,000.00 "
638 MCCULLY ST PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/1/1972, $-   
633 MCCULLY ST PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/20/1983," $67,500.00 "
653 MCCULLY ST PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/25/1969, $-   
619 BEVERLY RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/2/1975," $59,000.00 "
627 BEVERLY RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/16/1969, $-   
649 BEVERLY RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/1/1971, $-   
668 BEVERLY RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/7/1979," $79,000.00 "
664 BEVERLY RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/9/1976, $1.00 
660 BEVERLY RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/10/1979," $66,000.00 "
657 ARDEN LN PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/1/1969," $33,000.00 "
432 ROYCE AVE PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/23/1977," $35,000.00 "
31 MARLIN DR W PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/31/1982," $49,000.00 "
480 MCCULLY ST PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/28/1985," $70,000.00 "
502 MCCULLY ST PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/8/1968, $-   
504 MCCULLY ST PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/26/1974," $18,000.00 "
513 MCCULLY ST PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/24/1957, $-   
489 MCCULLY ST PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/13/1970, $-   
406 BOWER HILL RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/28/1981," $52,750.00 "
416 BOWER HILL RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/20/1976," $39,000.00 "
431 MARIETTA PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,7/27/1945, $-   
424 MAPLETON AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/28/1972, $-   
443 MARLIN DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/7/1977," $42,000.00 "
327 MCCULLY ST PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/6/1962, $-   
338 MCCULLY ST PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/28/1972, $-   
